acceptor_accuracy_scratch,acceptor_accuracy_finetune,acceptor_precision_scratch,acceptor_precision_finetune,acceptor_recall_scratch,acceptor_recall_finetune,acceptor_f1_scratch,acceptor_f1_finetune,acceptor_auprc_scratch,acceptor_auprc_finetune,donor_accuracy_scratch,donor_accuracy_finetune,donor_precision_scratch,donor_precision_finetune,donor_recall_scratch,donor_recall_finetune,donor_f1_scratch,donor_f1_finetune,donor_auprc_scratch,donor_auprc_finetune,accuracy_scratch,accuracy_finetune
0.6537173476222371,0.5164099129269927,0.3238221632382216,0.6710182767624021,0.6537173476222371,0.5164099129269927,0.4331040603505658,0.5836487509462528,0.4500591815460097,0.6260074080507698,0.6164753544902093,0.5671843349088453,0.48255813953488375,0.7088607594936709,0.6164753544902093,0.5671843349088453,0.5413578416839608,0.6301575393848462,0.5467685778159496,0.6821135624337782,0.7565297143718516,0.6944831872588567
0.7206965840589418,0.5693235097119893,0.3864942528735632,0.6882591093117408,0.7206965840589418,0.5693235097119893,0.5031564180500351,0.6231671554252199,0.5679130696610813,0.6611987950161026,0.8210668467251857,0.6056718433490884,0.37016742770167427,0.7274939172749392,0.8210668467251857,0.6056718433490884,0.5102811582039446,0.6610169491525424,0.6420787337818569,0.7042710165383435,0.8470025270682658,0.7249503557466238
0.7756195579370395,0.5853985264567984,0.36668777707409755,0.702572347266881,0.7756195579370395,0.5853985264567984,0.49795742850999786,0.6386554621848739,0.6149690916766457,0.6794944531148325,0.7677245104659014,0.6239027683997299,0.4577294685990338,0.7275590551181103,0.7677245104659014,0.6239027683997299,0.5735182849936948,0.6717557251908397,0.6631236171645873,0.714414976059924,0.847558090002285,0.7363860032101587
0.7414601473543202,0.5894172806430007,0.42397548831865184,0.7171964140179299,0.7414601473543202,0.5894172806430007,0.5394736842105263,0.6470588235294118,0.6261304304622868,0.6905007932389245,0.8089128966914247,0.6171505739365294,0.4215341308937368,0.7430894308943089,0.8089128966914247,0.6171505739365294,0.5542447374508443,0.6742899299151605,0.6779977598501136,0.7223719646434461,0.8499143564455961,0.7354783918873701
0.8030810448760884,0.6135298057602143,0.34804063860667633,0.7073359073359073,0.8030810448760884,0.6135298057602143,0.48562170919400566,0.6571018651362984,0.6444834284035142,0.6974605285337518,0.8048615800135044,0.6306549628629304,0.409762805087659,0.7360126083530338,0.8048615800135044,0.6306549628629304,0.5430523917995445,0.6792727272727273,0.676068678684826,0.7243762290782891,0.8690498510568446,0.748013961211718
0.7615539182853316,0.6148693904889484,0.41801470588235295,0.7121799844840963,0.7615539182853316,0.6148693904889484,0.5397578922383099,0.6599568655643422,0.6522882891765489,0.7020249922945754,0.7805536799459825,0.6313301823092505,0.45315562524500197,0.7414750198255353,0.7805536799459825,0.6313301823092505,0.5734126984126984,0.6819839533187454,0.6863496357528075,0.7289798505264007,0.8471705479191977,0.7486866966112439
0.7073007367716008,0.6041527126590757,0.5285285285285285,0.723336006415397,0.7073007367716008,0.6041527126590757,0.6049842452019478,0.6583941605839416,0.6695460986785814,0.7069669486070903,0.8021607022282242,0.6218771100607697,0.44378035113933506,0.7536824877250409,0.8021607022282242,0.6218771100607697,0.5714285714285714,0.681465038845727,0.7051451945448524,0.7322161827386244,0.8363249832119838,0.7419668486086497
0.6979236436704621,0.6054922973878097,0.5410176531671859,0.7296206618240516,0.6979236436704621,0.6054922973878097,0.6095349517402749,0.6617862371888726,0.6737411206705719,0.7103561832593228,0.8386225523295071,0.6272788656313302,0.41003631561571474,0.756514657980456,0.8386225523295071,0.6272788656313302,0.5507760532150776,0.6858619416758952,0.7065776994118561,0.7359524128016808,0.8453372260229012,0.744214762517871
0.7267247153382451,0.624246483590087,0.48720251459362374,0.7076689445709947,0.7267247153382451,0.624246483590087,0.5833333333333334,0.6633451957295373,0.6711513957499284,0.7125982326277529,0.8419986495611074,0.6387575962187712,0.39650238473767885,0.7501982553528945,0.8419986495611074,0.6387575962187712,0.5391266753134457,0.6900072939460248,0.6949127550887121,0.7366874367658451,0.856038334348574,0.7542879988290996
0.6691225720026792,0.6155391828533154,0.6102626756261453,0.7157320872274143,0.6691225720026792,0.6155391828533154,0.6383386581469649,0.6618653222902413,0.6848142349253714,0.7155031487715142,0.8170155300472653,0.638082376772451,0.4673619157976053,0.7566052842273819,0.8170155300472653,0.638082376772451,0.5945945945945946,0.6923076923076923,0.716215135127308,0.7402830479727855,0.828578153988274,0.7511625599980539
